['speedbeepdotcom', 202536614, 'impression', '2', 240406707L, datetime.datetime(2013, 5, 15, 7, 29, 1), 0.0211867738410017, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '2', 240455489L, datetime.datetime(2013, 5, 16, 8, 33, 32), 0.0354377281167865, False, 'time']
['speedbeepdotcom', 202536614, 'expand_tile', '1', 240467505L, datetime.datetime(2013, 5, 16, 8, 33, 44), 0.0184069349412605, False, 'time']
['speedbeepdotcom', 202536614, 'expand_tile', '2', 240455489L, datetime.datetime(2013, 5, 16, 8, 33, 55), 0.0354377281167865, False, 'time']
['speedbeepdotcom', 202536614, 'expand_tile', '3', 240453172L, datetime.datetime(2013, 5, 16, 8, 34, 9), 0.0509320856923633, False, 'time']
['speedbeepdotcom', 202536614, 'view_full_application', '2', 240455489L, datetime.datetime(2013, 5, 16, 8, 34, 35), 0.0354377281167865, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '5', 240407589L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.00449017170595214, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '2', 240455489L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.0354377281167865, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '4', 240452858L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.0221380240072958, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '8', 240385300L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.0, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '6', 240406707L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.0211867738410017, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '3', 240453172L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.0509320856923633, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '7', 240396661L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.0378100564182882, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '1', 240467505L, datetime.datetime(2013, 5, 16, 8, 35, 2), 0.0184069349412605, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '1', 240467505L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.0184069349412605, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '7', 240396661L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.0378100564182882, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '4', 240452858L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.0221380240072958, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '8', 240385300L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.0, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '3', 240453172L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.0509320856923633, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '6', 240406707L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.0211867738410017, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '2', 240455489L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.0354377281167865, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '5', 240407589L, datetime.datetime(2013, 5, 16, 8, 35, 33), 0.00449017170595214, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '8', 240385300L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.0, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '4', 240452858L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.0221380240072958, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '5', 240407589L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.00449017170595214, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '2', 240455489L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.0354377281167865, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '3', 240453172L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.0509320856923633, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '6', 240406707L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.0211867738410017, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '7', 240396661L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.0378100564182882, False, 'time']
['speedbeepdotcom', 202536614, 'impression', '1', 240467505L, datetime.datetime(2013, 5, 16, 8, 37, 10), 0.0184069349412605, False, 'time']

